word	function	roman	meaning	freq
廁所	Ncb	ce4 suo3	john,W.C.,can,jakes,lavatory,lav,cloaca,crapper,privy,water closet,bathroom,bog,washroom,closet,convenience,stool,rear,latrine,loo,facility,toilet,John,cloakroom	119
繁殖	VC31	fan2 zhi2	breed,reproduce,propagate	119
融合	Nv1	rong2 he2	mix together,fuse,stick together	119
漁船	Nab	yu1 chuan2	fisherman,fishermen,fisherboat,fisher,fishing boat,wherry	119
繁殖	Nv1	fan2 zhi2	breed,reproduce,propagate	119
劉	Nbc	liu2	Liu,Surname	119
下令	VE2	xia4 ling4	give orders,order,give order,call_out,appoint,prescribe,call out,dictate	119
生動	VH11	sheng1 dong4	lively,moving,vivid,lifelike	119
融合	VC2	rong2 he2	mix together,fuse,stick together	119
老太太	Nab	lao3 tai4 tai4	old lady,your (my/his/etc.) mother	119
成長率	Nad	cheng2 zhang3 lu4	rate of increase,increase,increment,rate of growth,growth rate	119
老是	Dd	lao3 shi4	always	119
周	Nfg	zhou1	m.[standard]	119
開設	Nv1	kai1 she4	open (shop/etc.),offer (course/etc.)	119
抗	VJ1	kang4	combat,defy,campaign,be a match for,agitate,be match for,contend with,resistance,resist,push,fight,refuse,refusal,crusade	119
看好	VJ1	kan4 hao3	believe something/someone will be worthy in the future	119
阿拉伯	Nca	a1 la1 bo2	Arab,Arabian,Arabic	119
紀念	Nad	ji4 nian4	commemoration,souvenir	119
長達	VJ3	chang2 da2	lengthen out to	119
所屬	A	suo3 shu3	subsidiary	119
馬祖	Nca	ma3 zu3	Matsu	119
真相	Nac	zhen1 xiang4	fact,bottom,low-down,the real facts,dinkum,truth,real/true situation,size,score,real,lowdown,real situation,the real facts/truth,verity,the actual state of affairs,true situation,the real truth,the real situation	119
妥善	VH11	tuo3 shan4	appropriate,proper	119
編目	Nv1	bian1 mu4	catalogue	118
開創	VC31	kai1 chuang4	start,initiate	118
模特兒	Nab	mo2 te4 er1	poser,artist's model,model	118
圖騰	Nac	tu2 teng2	totem	118
辦公	VA4	ban4 gong1	work (usu. in an office),transact,work,handle official business	118
遲	VH13	chi2	late	118
編目	VB12	bian1 mu4	catalogue	118
線路	Nac	xian4 lu4	wiring,line,route,circuit	118
刊物	Nab	kan1 wu4	publication, periodical	118
而後	Dd	er2 hou4	thereafter	118
人潮	Nab	ren2 chao2	stream of people	118
聲明	Nad	sheng1 ming2	statement,pronouncement	118
動手	VA4	dong4 shou3	attack,get to work,hit out,begin,strike,hit,start work,handle,raise a hand to strike,fall,start action,touch	118
購	VC31	gou4	buy	118
蛋	Nab	dan4	clump,egg,lump,bunch,an egg-shaped thing	118
薪資	Naeb	xin1 zi1	salary,wages	118
好吃	VH11	hao3 chi1	delicious,good to eat,tasty,enjoy eating good food,gluttonous	118
開創	Nv1	kai1 chuang4	start,initiate	118
定居	Nv4	ding4 ju1	settle down	118
被告	Nab	bei4 gao4	tenant,indictee,accused,respondent,defendant,suspect,the accused,appellee	118
安靜	VH11	an1 jing4	lull,quieten,quiesce,dummy,quiet down,quiet,hush,pipe down,peaceful	118
災難	Nac	zai1 nan4	affliction,tragedy,adversity,catastrophe,wo,misadventure,calamitous,mishap,bad luck,tribulation,smashup,cataclysm,trouble,mischance,disaster,mucker,fate,calamity,scourge,plague,infliction,visitation,misfortune,casualty,suffering,melt-down	118
交談	Nv4	jiao1 tan2	converse,chat	118
定居	VA12	ding4 ju1	settle down	118
同業	Nab	tong2 ye4	fraternity,person of same business,person of same trade/business,sodality,brotherhood,same trade/business,brethren,craft,trade,same trade,business,person of same trade,faculty,same business	118
住宿	Nv4	zhu4 su4	stay,put up,get accommodations	118
缺少	VJ3	que1 shao3	lack,be short of	118
何必	Dbb	he2 bi4	why must...?,there is no need	118
住宿	VA12	zhu4 su4	stay,put up,get accommodations	118
交談	VA4	jiao1 tan2	converse,chat	118
便當	Nab	bian4 dang1	take-out food,box lunch/dinner,fast food,boxed meal,box lunch,bento	118
抽煙	VA4	chou1 yan1	smoke (pipe/etc.)	118
如同	P48	ru2 tong2	like	118
領隊	Nab	ling3 dui4	leader of a group/team/etc.	117
進出	VC1	jin4 chu1	go in and out	117
減	VJ3	jian3	knock_down,derogate,cut,lessen,reduce,subtraction,diminish,reduction,decrease,dwindle,subtract,minus,deduct	117
新娘	Nab	xin1 niang2	bride	117
圖案	Nac	tu2 an4	miniature,device,pattern,illumination,emblem,embossment,design,imprint,cutout,designing,type	117
腳踏車	Nab	jiao3 ta4 che1	machine,bicycle,cyclist,push-bike,cycle,motorcycle,bike,scooter,velocipede	117
頻繁	VH11	pin2 fan2	frequent,often	117
落	VA11	luo4	come down,have,remain where one is,go under,leave behind,lower,decline,stay behind,lag behind,dip,precipitate,go down,be missing,fall/leave/stay behind,belong to,set (of sun),drop,ebb (of tide),set,receive,set down,drop behind,light,rest with,obtain,fall,leave/stay behind,fall onto,turn over to,fall behind,sink,get,ebb,land,leave out	117
進出	Nv4	jin4 chu1	go in and out	117
電梯	Nab	dian4 ti1	lift,elevator	117
學分	Nac	xue2 fen1	point,semester hour,course credit,credit	117
題	Nfa	ti2	m.[general]	117
實習	VA4	shi2 xi2	practice,do fieldwork	117
支撐	VC2	zhi1 cheng1	prop up, sustain, support	117
母語	Nad	mu3 yu3	maternal language,mother_tongue,parent language,first language,vulgate,mother tongue	117
包	VC31	bao1	wrap, surround, encircle, envelop, include, contain, undertake the whole thing, assure, guarantee	117
補習班	Ncb	bu3 xi2 ban1	cram school,continuation class,crammer	117
實習	Nv4	shi2 xi2	practice,do fieldwork	117
吃完	VC31	chi1 wan2	finish eating	117
鄉下	Ncb	xiang1 xia4	country,countryside,rural,village,province,country(side),mofussil,back_country	117
交大	Nca	jiao1 da4	National Chiao Tung University	117
放寬	Nv1	fang4 kuan1	relax restrictions,ease,let out (e.g.,dress)	117
放寬	VC2	fang4 kuan1	relax restrictions,ease,let out (e.g.,dress)	117
既有	A	ji4 you3	established,intrinsic,inherent,conventional,innate	117
研討	VE2	yan2 tao3	deliberate,discuss	117
抽象	VH11	chou1 xiang4	abstract	117
研討	Nv1	yan2 tao3	deliberate,discuss	117
高山	Nab	gao1 shan1	jebel,high mountain,mountain,alp,mount,ben	117
假設	VE2	jia3 she4	suppose,assume,presume	117
販賣	VD1	fan4 mai4	peddle,sell	117
票	Nfa	piao4	m.[general]	117
販賣	Nv1	fan4 mai4	peddle,sell	117
國土	Nab	guo2 tu3	territorial dominion,state,country,colony,soil,nation,realm,soli,province,territory,mandate,dominion,land	117
票	Nfc	piao4	m.[general]	117
無線電	Naea	wu2 xian4 dian4	radio	117
各式各樣	A	ge4 shi4 ge4 yang4	various,kinds,sundry,all sorts,assorted	117
前言	Nac	qian2 yan2	lead,introduction,preface,preamble,lead-in,front matter,prelims,prelim,premise,prelude,earlier remarks,foreword,prolusion,front_matter,prologue,induction	117
工商	Naea	gong1 shang1	industrial and commercial circles,business circles,industry and commerce	116
激發	VC31	ji1 fa1	spark,incite,suggest,explode,excitation,foster,motivate,arouse,stir,draw on,set off,energize,excite,stimulation,stimulate	116
學歷	Nad	xue2 li4	education,record of formal schooling,antecedents	116
趣味	Nad	qu4 wei4	playfulness,merriment,savor,camp,interest,salt,delight,savour,liking,fun,gout,preference,spice,lust,gusto,palate,taste,delectation	116
天堂	Ncb	tian1 tang2	paradise, heaven	116
提倡	Nv1	ti2 chang4	advocate,encourage,recommend	116
總裁	Nab	zong3 cai2	head examiner,director-general,president,governor	116
分數	Nac	fen1 shu4	point,score,mark,grade,fraction,football score,numeric	116
上山	VA13	shang4 shan1	go up a hill,go to the mountains	116
失	VJ3	shi1	fail to achieve one's end,deviate from the normal,loss,let slip,miss,lose,fumble	116
肌膚	Naa	ji1 fu1	skin	116
兵	Nab	bing1	fighter,troops,armed force,arms,dogface,pawn in Ch. chess,military,weapons,private,soldier,ranker,joe,army,pawn,rank-and-file soldier	116
提倡	VE2	ti2 chang4	advocate,encourage,recommend	116
啤酒	Naa	pi2 jiu3	malt liquor,malt,suds,nappy,wallop,beery,malt_liquor,stout,barley-bree,brewage,beer	116
公開賽	Nac	gong1 kai1 sai4	open	116
信用	Nad	xin4 yong4	honour,trustfulness,confidence,trustingness,trustworthiness,repute,affiance,credit,reposal,trust,tick,reputation,credence,jawbone,honor	116
測	VC2	ce4	measure out,conjecture,measure,infer,survey,fathom	116
提案	Nac	ti2 an4	motion,proposal,draft resolution	116
吋	Nfg	cun4	m.[standard]	116
批評	Nad	pi1 ping2	criticism	116
尾巴	Nab	yi3 ba5	appendage,a person shadowing sb.,stern,tail-like part,servile adherent,tail	116
風潮	Nac	feng1 chao2	agitation,unrest	116
星	Nab	xing1	star,heavenly body	116
迷信	Nv2	mi2 xin4	have blind faith in,make fetish of	116
吐	VC31	tu3	articulation,utter,ptyalize,puke,articulate,vomit,spin,spew,tell,give up unwillingly,spit,speak out,spit up,disgorge,expectorate,cough up,spue,gob,throw up,say,cough out	116
鐵	Nab	tie3	shovel,smoothing iron,iron,ferrous,arms,Surname,Fe,ferrum,spade,weapon	116
重心	Nad	zhong4 xin1	focus,fulcrum,heart,focusing,focussing,barycenter,centroid,centre of gravity,centering,centre_of_gravity,center of gravity,center_of_gravity,core	116
迷信	VK1	mi2 xin4	have blind faith in,make fetish of	116
海拔	Nad	hai3 ba2	natural elevation,ALT,height above sea level,altitude,sea_level,height,EL,above sea level,sea level,elevation	116
眾生	Naea	zhong4 sheng1	all living creatures	116
明	VH11	ming2	know,distinct,obvious,open,understand,clear,overt,bright	116
徵收	Nv1	zheng1 shou1	levy,collect	115
變更	VC2	bian4 geng1	change,modify	115
尊敬	Nv2	zun1 jing4	respect,honor,esteem	115
徵收	VC31	zheng1 shou1	levy,collect	115
線條	Nac	xian4 tiao2	line (in drawing,bar,etc.),printing,line (in drawing/printing/etc.),contour,lines,striation,stria,line,trace,streak,tracing	115
瘋狂	Nv4	feng1 kuang2	insane,frenzied,unbridled	115
瘋狂	VH11	feng1 kuang2	insane,frenzied,unbridled	115
總共	Daa	zong3 gong4	in all,all told,altogether	115
尊敬	VJ2	zun1 jing4	respect,honor,esteem	115
人家	Nab	ren2 jia1	sb. else, I (used by females)	115
元素	Nab	yuan2 su4	element	115
永	Dd	yong3	perpetually,forever,always	115
共產黨	Nba	gong4 chan3 dang3	Red,Communist Party,Communist party	115
共產主義	Nac	gong4 chan3 zhu3 yi4	Marxism,bolshevism,Marxism-Leninism,Leninism,Sovietism,communism,sovietism,collectivism,Bolshevism	115
加速	Dh	jia1 su4	acceleratedly	115
鏡子	Nab	jing4 zi5	looking_glass,gaper,looking glass,mirror,spectacles,glass,glasses	115
絲毫	Neqa	si1 hao2	scintilla,shred,shadow,vestige,det.: in the slightest amount,degree	115
職棒	Nad	zhi2 bang4	Professional Baseball League	115
巡迴	VA11	xun2 hui2	tour,make circuit of	115
自治	VA4	zi4 zhi4	self-govern,autonomic	115
自治	Nv4	zi4 zhi4	self-govern,autonomic	115
終場	Nac	zhong1 chang2	finis,end of performance,closing curtain,final period,finale,final session in an examination	115
同	P35	tong2	with,for	115
技藝	Nac	ji4 yi4	mechanical arts,science,feat,skill,craft,craftsmanship,artistry,craftship,workmanship	115
西班牙	Nca	xi1 ban1 ya2	Spanish,Spain,Hispania,dago,Hispanist,Espana	115
合乎	VJ1	he2 hu1	conform with/to,accord,tally with,correspond to,accord with,conform_to,conform with,conform to,accord/tally with,to	115
巡迴	Nv4	xun2 hui2	tour,make circuit of	115
描寫	Nv1	miao2 xie3	describe,depict,portray	115
阻止	VC2	zu3 zhi3	prevent,stop,prohibit	115
假期	Nad	jia4 qi2	season,holiday,leave,period of leave,vacation	115
偶像	Nab	ou3 xiang4	mammet,god,Baal,hoodoo,icon,idol,image,effigy,fetich,fetish,model,graven image,matinee idol,swami,iconology,voodoo,joss,obeah,pagod,juju	115
描寫	VC2	miao2 xie3	describe,depict,portray	115
特點	Nac	te4 dian3	distinctive feature,trait,point,flavor,singularity,flavour,distinction,characteristic,excellence,speciality,specialty,idiosyncrasy,salience,distinctiveness,specialness,feature,spot,peculiarity	115
高血壓	Nad	gao1 xie3 ya1	high_blood_pressure,high blood pressure,hypertension	115
返回	VC1	fan3 hui2	come back,recur,turn back,come,hark back,regress,turn vehicle around,revert,come/go back,enter,return,go back,recall,take back,backtrack	115
阻止	Nv1	zu3 zhi3	prevent,stop,prohibit	115
懷念	VJ2	huai2 nian4	cherish memory of,think of	114
乏	VJ3	fa2	lack	114
錯過	VJ1	cuo4 guo4	pass up,muff,throw_away,lose,let slip,miss,overslip,balk,overlook,cross,pass_up,slip	114
器官	Nab	qi4 guan1	appendage,member,variety meat,penis,apparatus,organs,organ,transplant,phallus,extremity	114
漁民	Nab	yu1 min2	fisherman,peterman,fisherfolk	114
頭腦	Nab	tou2 nao3	pericranium,leader,head,noggin,brain,brains,main threads,clue,nous,loaf,bean,psyche,headpiece,mind,pate,skull	114
樹林	Nab	shu4 lin2	forest,motte,woods,wood,planting,grove,timberland,woodland,hurst,timber	114
分裂	VH16	fen1 lie4	split, divide, break up	114
公告	VE2	gong1 gao4	declared,placard,declare,proclaim,herald,announce,bill,decree,advertise	114
市面	Ncb	shi4 mian4	marketplace,business/market conditions,business,market,market condition,business conditions,market conditions	114
羨慕	VJ2	xian4 mu4	admire,envy	114
驕傲	VH11	jiao1 ao4	be proud,take pride in	114
懷念	Nv2	huai2 nian4	cherish memory of,think of	114
驕傲	Nv4	jiao1 ao4	be proud,take pride in	114
住宅區	Ncb	zhu4 zhai2 qu1	community,housing_development,residential quarters,residential district,residential_area,uptown,residential area	114
地圖	Nab	di4 tu2	map	114
麻煩	Nac	ma2 fan2	trouble	114
長度	Nad	chang2 du4	long measure,extent,long_measure,measurement,length,yardage,longness,linear measure	114
離	VC2	li2	leave,part from,be away from,separate	114
相機	Nab	xiang4 ji1	camera	114
朵	Nfa	duo3	m.[general]	114
產量	Nad	chan3 liang4	turnout,turnoff,outturn,capacity,output,produce,product,fruitage,throughput,fruit,production,yield,crop	114
高層	Naea	gao1 ceng2	high-level	114
運算	VC2	yun4 suan4	count,calculate,compute	114
執政	Nv4	zhi2 zheng4	hold power,govern	114
海岸	Ncc	hai3 an4	seashore,coastal,seaside,tidewater,seacoast,shore,coast,staith,rivage,seaboard,sea,beach	114
假	P28	jia3	borrow,avail of	114
運算	Nv1	yun4 suan4	count,calculate,compute	114
誠實	VH11	cheng2 shi2	honest	114
羨慕	Nv2	xian4 mu4	admire,envy	114
執政	VA4	zhi2 zheng4	hold power,govern	114
隔間	Nab	ge2 jian1	partition,bay,divider,compartment,alcove	113
唸書	VA4	nian4 shu1	read,study	113
院校	Naeb	yuan4 xiao4	colleges and institutes,educational institution,school,universities and colleges	113
除此之外	Dk	chu2 ci3 zhi1 wai4	additionally,in addition,with the exception of this,in_addition,to boot,excepting this	113
棒球	Nab	bang4 qiu2	no-hitter,apple,grounder,baseball game,homer,change-up,baseball,extra innings,curve,ball game,horsehide,infielder	113
圈	Nfi	quan1	m.[activity]	113
壓	VC2	ya1	weight_down,hold down,push down,compact,constrict,be getting near,suppress,squeeze,compress,risk money on,quell,bring pressure to,pull,press,keep under control,throttle,push/hold down,intimidate,scrunch,weigh down,scrouge,daunt,shelve,pigeonhole,contract,approach,keep under,push,stake,control	113
格外	Dfa	ge2 wai4	piu,especially,all the more,helluva,particularly	113
寫信	Nv4	xie3 xin4	write a letter	113
對策	Nac	dui4 ce4	expedient,cure,countermeasure,antidote,way to deal with a situation,countermove	113
及時	Dd	ji2 shi2	timely, in time, promptly	113
種族	Nab	zhong3 zu2	tribe,citizenry,race,nation,phyle,stem,stirp,phylon,ethnos,nationality,ethnic,folk,people,stirps,racial,ethnic group,family	113
分工	VA4	fen1 gong1	division of labour,divide the work	113
拜訪	VC2	bai4 fang3	pay visit,call on	113
前提	Nac	qian2 ti2	precondition,prerequisite,reason,premiss,antecedent,stipulation,premise,presupposition,hypothesis,induction,condition	113
寫信	VA4	xie3 xin4	write a letter	113
形狀	Nad	xing2 zhuang4	set,figuration,physiognomy,form,appearance,shape	113
拜訪	Nv1	bai4 fang3	pay visit,call on	113
居	VG2	ju1	occupy (position/place)	113
延長	VC2	yan2 chang2	lengthen,prolong,extend	113
向來	Dd	xiang4 lai2	typically,heretofore,always,all along,forever	113
老婆	Nab	lao3 po2	old lady,broomstick,missis,missus,married woman,squaw,old_lady,wife	113
弄得	VK2	nong4 de5	make_out,cause,make	113
服食	VC31	fu2 shi2	take (medicine etc.)	113
拿起	VC2	na2 qi3	pick	113
指揮	Nv1	zhi3 hui1	conduct,direct,command	113
宣傳	Nv1	xuan1 chuan2	propagate,disseminate,give publicity to	113
宣傳	VC2	xuan1 chuan2	propagate,disseminate,give publicity to	113
指揮	VC2	zhi3 hui1	conduct,direct,command	113
要點	Nac	yao4 dian3	nub,head,essentials,highlight,core,effect,message,issue,detail,key strongpoint,kernel,hinge,upshot,best,capitulation,item,essential,point,salient point,substance,outline,main points,crux,essence,burden,knot,salience,pith,pivot,sum,marrow,gist	113
首都	Ncb	shou3 du1	capital (of country)	113
延長	Nv1	yan2 chang2	lengthen,prolong,extend	113
引用	VC2	yin3 yong4	quote, cite, recommend, appoint	112
接納	Nv1	jie1 na4	accept	112
條文	Nac	tiao2 wen2	article,text,assize,stipulation,clause	112
神秘	VH11	shen2 mi4	mysterious,mystical	112
專線	Nac	zhuan1 xian4	special telephone line,special telephone/etc. line,special railway/telephone/etc. line,special railway line,telephone,special railway,etc. line,line for special use	112
移轉	VC32	yi2 zhuan3	transfer	112
詞類	Nac	ci2 lei4	parts of speech	112
憤怒	Nv4	fen4 nu4	indignant,angry	112
審議	Nv1	shen3 yi4	deliberate	112
審議	VC2	shen3 yi4	deliberate	112
學到	VC2	xue2 dao4	understudy,learn	112
斷	VH16	duan4	give up,cut off,break off,stop,abstain from,judge,snap,break,decide	112
潰瘍	Nad	kui4 yang2	ulcer	112
移轉	Nv1	yi2 zhuan3	transfer	112
憤怒	VH21	fen4 nu4	indignant,angry	112
考	VE11	kao3	study,inspect,give test,inspection,give,give/take test,test,investigate,verify,take test,give or take an examination,quiz,check	112
情景	Nad	qing2 jing3	scene,sight,circumstances	112
協定	Nac	xie2 ding4	agreement,accord,pact	112
投機	Nv4	tou2 ji1	speculate,be opportunistic	112
投機	VH11	tou2 ji1	speculate,be opportunistic	112
姿勢	Nac	zi1 shi4	mannerism,plant,poise,motion,pose,attitude,sign,affectation,port,likeness,carriage,posture,position,setup,gesticulation,gesture,seat	112
阿姨	Nab	a4 yi2	aunt,child's address to woman of similar age as parents,girl,babysitter,aunty,elderly unattached woman,cr#4 eche attendant,maiden aunt,family nurse,nursery/cr#4eche attendant,nurse,mother's sister,auntie,nursery eche attendant,child's address to woman of similar age,one's mother's sister	112
幽默	Nv4	you1 mo4	humor	112
流傳	VK2	liu2 chuan2	spread,circulate,hand down	112
幽默	VH11	you1 mo4	humor	112
持	VJ1	chi2	hold a particular opinion/belief/attitude	112
流傳	Nv3	liu2 chuan2	spread,circulate,hand down	112
接納	VC2	jie1 na4	accept	112
晉級	VJ3	jin4 ji2	rise in rank,be promoted	112
晉級	Nv4	jin4 ji2	rise in rank,be promoted	112
